detection_count,mean_frp,max_frp,mean_brightness,max_brightness,unique_detection_days,observation_window_days,spatial_spread_km,temporal_recurrence,duration_score,detection_frequency,spatial_consistency,persistence_score,land_cover_code,is_cropland,is_tree_cover,is_built_up,cropland_percentage,tree_cover_percentage,built_up_percentage,grassland_percentage,shrubland_percentage,bare_sparse_percentage,nearest_industrial_distance_km,nearby_industrial_facility_count,nearby_industrial_capacity_mw,cluster_id,centroid_lat,centroid_lon,fire_class
2,2.8200000000000003,3.42,334.20000000000005,337.67,1,1,0.4630040649921633,1.0,0.2,2.0,0.6835251001201809,56.08812750300453,40.0,1,0,0,98.98022326180045,0.5148387416153066,0.4381079676245637,0.0668300289596792,0.0,0.0,61.65077443553257,0,0.0,311.0,31.79236,74.706065,AGRICULTURAL
2,6.515000000000001,7.13,352.06,352.35,1,1,0.3064121226798174,1.0,0.2,2.0,0.7654552362456035,58.13638090614008,40.0,1,0,0,98.06687953268484,0.383653869953714,0.0891067052795722,1.1831390312120988,0.2772208608697804,0.0,21.169114129177167,0,0.0,42.0,30.45633,75.18365,AGRICULTURAL
2,0.8,0.8,306.145,309.75,1,1,0.5653699606710944,1.0,0.2,2.0,0.638826619345172,54.9706654836293,40.0,1,0,0,93.7947080517809,4.480087126556273,0.7351303185564714,0.9232444741466797,0.0,0.0668300289596792,93.40485266029349,0,0.0,233.0,22.506745,77.32561,AGRICULTURAL
11,2.540909090909091,4.35,328.5054545454545,344.9,4,5,0.9601787620688262,0.8,1.0,2.2,0.5101575526430929,66.15393881607733,60.0,0,0,0,0.792059602485087,0.0321774213509566,1.2573946189450755,2.244993935793669,0.0,95.1585356798099,3.916603774869111,2,8360.0,0.0,24.13936181818182,82.70387272727272,INDUSTRIAL
2,0.625,0.79,300.85,300.91,1,1,0.3869631820662387,1.0,0.2,2.0,0.7209996724716532,57.02499181179133,10.0,0,1,0,7.529516596123859,78.25053835301107,0.3762283111804163,13.415509517091165,0.0,0.3886042424692458,89.69742683190786,0,0.0,84.0,29.89631,79.338835,WILDFIRE
16,2.039375,7.9,308.118125,342.97,3,3,2.325275670049625,1.0,0.6,5.333333333333333,0.3007269469436428,63.18484034025773,10.0,0,1,0,0.1831637830746763,99.09160664339991,0.0,0.7252295735254077,0.0,0.0,86.92326412938914,0,0.0,46.0,29.270084375,80.44756062500001,WILDFIRE
2,2.55,2.8,333.895,335.6,1,1,0.8001448947388204,1.0,0.2,2.0,0.5555108385567419,52.88777096391855,40.0,1,0,0,97.26739437142643,0.5395906041929655,0.9281948466622114,1.1212593747679511,0.0544540976708497,0.0891067052795722,41.54626255834484,0,0.0,398.0,30.31664,75.59490500000001,AGRICULTURAL
2,2.505,4.49,316.99,331.37,1,1,0.2925881528740046,1.0,0.2,2.0,0.7736416257386781,58.34104064346696,10.0,0,1,0,5.390955669414123,68.26563698918343,1.5890695774857058,24.496918393109084,0.0,0.2574193708076533,85.54408053717532,0,0.0,11.0,29.566805,80.187835,WILDFIRE
4,4.6225,5.79,344.4525,349.73,2,4,1.379409184030064,0.5,0.8,1.0,0.4202723964888945,47.506809912222366,10.0,0,1,0,0.0,99.55941684611768,0.0,0.2648449295809509,0.1757382243013787,0.0,70.05438315002615,0,0.0,352.0,21.971235,80.28059000000002,AGRICULTURAL
2,8.665,10.56,343.075,348.0,1,1,0.2379352455781661,1.0,0.2,2.0,0.8077966949983393,59.19491737495848,40.0,1,0,0,89.8170837355511,1.915794163510804,4.81423727135467,2.4826118165391944,0.0,0.1212841266305289,111.59785784461845,0,0.0,1146.0,23.042495,75.604795,AGRICULTURAL
