cluster_id,centroid_lat,centroid_lon,detection_count,unique_detection_days,observation_window_days,spatial_spread_km,temporal_recurrence,duration_score,detection_frequency,spatial_consistency,persistence_score,persistence_label,mean_frp,max_frp,mean_brightness,max_brightness,mean_confidence,satellite_count,fire_class,industrial_distance_km,industrial_feature_count,forest_distance_km,forest_feature_count,farmland_distance_km,farmland_feature_count,population_distance_km,population_feature_count,land_cover_type
151,29.8220358,78.440537,50,10,15.930555555555555,5.1038487703401065,0.6277244986922407,1.0,3.1386224934612033,0.1638310576859655,56.524223594870136,MEDIUM / RECURRENT,3.0438,13.16,322.52,349.79,,1,WILDFIRE,,0,,0,,0,,0,unknown
152,30.49793461538462,78.42316384615384,13,7,17.456944444444446,3.1611402938700635,0.4009865542207017,1.0,0.7446893149813032,0.2403187418297668,45.33028286428251,MEDIUM / RECURRENT,2.441538461538461,7.58,318.5576923076923,336.94,,1,WILDFIRE,,0,,0,,0,,0,unknown
153,29.471881000000003,80.9549025,20,5,13.55625,2.351349489075168,0.3688335638543107,1.0,1.4753342554172428,0.298387262581784,46.82758849737104,MEDIUM / RECURRENT,4.273,12.42,327.6315,355.33,,1,WILDFIRE,,0,,0,,0,,0,unknown
154,28.84444272727273,79.89440454545455,11,6,16.986805555555556,2.3908963974957556,0.353215322349863,1.0,0.6475614243080823,0.294907270165647,44.55580453417431,MEDIUM / RECURRENT,4.332727272727272,11.19,330.70272727272726,367.0,,1,WILDFIRE,,0,,0,,0,,0,unknown
155,28.929977058823532,79.41086352941177,17,10,22.977777777777774,4.563366110089068,0.4352030947775628,1.0,0.7398452611218569,0.1797472933133984,45.30674470572638,MEDIUM / RECURRENT,6.128235294117647,16.53,337.9288235294118,351.68,,1,WILDFIRE,,0,,0,,0,,0,unknown
156,29.040665,79.2718275,4,4,24.952083333333334,1.639455511192722,0.1603072555731819,1.0,0.1603072555731819,0.3788660182978868,38.50868882216547,LOW / TRANSIENT,6.5425,15.1,338.4475,344.03,,1,WILDFIRE,,0,,0,,0,,0,unknown
157,29.41448,79.75059666666665,3,2,2.490972222222222,0.4220219347835596,0.802899358795651,0.3558531746031746,1.2043490381934765,0.7032240330049523,53.47098565941314,MEDIUM / RECURRENT,16.529999999999998,25.77,337.55333333333334,367.0,,1,WILDFIRE,,0,,0,,0,,0,unknown
158,30.112149583333338,78.36304249999999,24,5,17.97361111111111,2.448022718113947,0.2781856116219766,1.0,1.335290935785488,0.2900212909696243,43.20750409773264,MEDIUM / RECURRENT,4.689166666666666,37.72,327.815,349.84,,1,WILDFIRE,,0,,0,,0,,0,unknown
159,28.724622083333333,80.64037291666666,24,10,18.960416666666667,5.407309513668015,0.5274145698274915,1.0,1.2657949675859794,0.1560717486593723,49.1125348523216,MEDIUM / RECURRENT,4.2595833333333335,11.02,324.9820833333333,355.93,,1,WILDFIRE,,0,,0,,0,,0,unknown
160,29.036046666666664,79.07756333333333,3,2,10.995833333333334,0.5153048250532918,0.1818870784388025,1.0,0.2728306176582039,0.6599332249633871,45.11037347994224,MEDIUM / RECURRENT,4.156666666666666,5.02,338.0266666666667,340.61,,1,WILDFIRE,,0,,0,,0,,0,unknown
161,29.23796,79.02620666666667,3,3,17.97361111111111,1.8365396066951771,0.1669113669731859,1.0,0.1669113669731859,0.3525422305543231,38.226565189094345,LOW / TRANSIENT,6.923333333333333,12.26,336.92333333333335,342.12,,1,WILDFIRE,,0,,0,,0,,0,unknown
162,29.25856727272727,79.09500818181819,11,4,18.044444444444444,3.720239472712209,0.2216748768472906,1.0,0.6096059113300493,0.211853658226668,38.21490567684863,LOW / TRANSIENT,13.529090909090906,32.11,343.59727272727275,367.0,,1,WILDFIRE,,0,,0,,0,,0,unknown
163,29.432203333333337,80.09951833333332,6,5,16.586805555555557,2.423891018548553,0.301444421184844,1.0,0.3617333054218128,0.2920653708259433,42.11532876883203,MEDIUM / RECURRENT,1.6666666666666667,4.23,312.8883333333333,336.58,,1,WILDFIRE,,0,,0,,0,,0,unknown
164,29.596235000000004,80.2477,4,2,10.995833333333334,0.3847129557804157,0.1818870784388025,1.0,0.3637741568776051,0.7221713322068299,46.537022703249896,MEDIUM / RECURRENT,8.985000000000001,11.88,340.49,346.92,,1,WILDFIRE,,0,,0,,0,,0,unknown
165,29.78162888888889,80.17574333333333,9,6,15.529861111111112,3.246119362852852,0.386352457183741,1.0,0.5795286857756115,0.2355091589625326,44.39157655223281,MEDIUM / RECURRENT,2.07,5.09,316.77666666666664,343.76,,1,WILDFIRE,,0,,0,,0,,0,unknown
166,29.788236,80.516762,5,2,10.995833333333334,0.824416049562273,0.1818870784388025,1.0,0.4547176960970064,0.548120589182455,43.2378949212012,MEDIUM / RECURRENT,4.932,7.25,332.444,345.98,,1,WILDFIRE,,0,,0,,0,,0,unknown
167,29.829849999999997,80.37349,3,2,5.521527777777778,0.2406425416538266,0.3622185888567475,0.7887896825396826,0.5433278832851214,0.8060339432395729,49.60472730483993,MEDIUM / RECURRENT,2.46,3.72,327.62333333333333,340.51,,1,WILDFIRE,,0,,0,,0,,0,unknown
168,29.871893333333333,79.17927666666667,3,3,5.991666666666666,1.169363902538288,0.5006954102920723,0.8559523809523809,0.5006954102920723,0.4609646167846432,49.143832040309064,MEDIUM / RECURRENT,3.0533333333333332,6.11,332.83666666666664,336.23,,1,WILDFIRE,,0,,0,,0,,0,unknown
169,30.01895,80.34977666666667,3,1,1.0,0.2774328401388924,1.0,0.1428571428571428,3.0,0.7828200188522414,60.2278289484734,MEDIUM / RECURRENT,14.123333333333331,21.38,327.8666666666666,343.09,,1,WILDFIRE,,0,,0,,0,,0,unknown
