cluster_id,centroid_lat,centroid_lon,detection_count,unique_detection_days,observation_window_days,spatial_spread_km,temporal_recurrence,duration_score,detection_frequency,spatial_consistency,persistence_score,persistence_label,mean_frp,max_frp,mean_brightness,max_brightness,mean_confidence,satellite_count,fire_class,industrial_distance_km,industrial_feature_count,forest_distance_km,forest_feature_count,farmland_distance_km,farmland_feature_count,population_distance_km,population_feature_count,land_cover_type
31,24.052506,80.61383599999999,5,5,16.988194444444446,0.1425348762416318,0.2943220373625475,1.0,0.2943220373625475,0.8752468049723784,53.39485148186183,MEDIUM / RECURRENT,1.684,2.22,311.028,312.96,,1,AGRICULTURAL,,0,,0,,0,,0,unknown
32,24.59760125,80.86229,8,8,59.46527777777778,1.3409702734070432,0.1345322900852505,1.0,0.1345322900852505,0.4271733013271467,38.5211607596972,LOW / TRANSIENT,1.32125,3.53,308.20500000000004,341.01,,1,AGRICULTURAL,,0,,0,,0,,0,unknown
33,24.1313375,82.72045250000001,40,23,53.990972222222226,1.9404826346343311,0.4259971445843569,1.0,0.7408645992771424,0.340080226362009,48.19323378624695,MEDIUM / RECURRENT,2.1020000000000003,5.83,314.62174999999996,345.01,,1,AGRICULTURAL,,0,,0,,0,,0,unknown
34,24.92686,84.15058333333333,12,8,58.99583333333333,0.8780792474555271,0.1356027968076841,1.0,0.2034041952115262,0.5324588945619985,40.802084169931966,MEDIUM / RECURRENT,1.0741666666666665,3.64,305.01916666666665,313.94,,1,AGRICULTURAL,,0,,0,,0,,0,unknown
35,27.98105,77.46448666666666,3,3,5.004861111111111,1.163163249778713,0.5994172332454558,0.7149801587301587,0.5994172332454558,0.462285960203095,49.298660802397734,MEDIUM / RECURRENT,6.653333333333333,8.06,341.5,347.07,,1,AGRICULTURAL,,0,,0,,0,,0,unknown
36,28.666432000000004,78.526698,10,7,12.052083333333334,2.5898313861468396,0.5808124459809852,1.0,0.8297320656871219,0.2785646155579898,52.55919205186852,MEDIUM / RECURRENT,8.842,38.47,339.19899999999996,367.0,,1,AGRICULTURAL,,0,,0,,0,,0,unknown
37,24.473971428571428,78.04336714285715,7,4,38.979166666666664,2.430065235935777,0.102618920363442,1.0,0.1795831106360235,0.2915396446467829,34.781621326928175,LOW / TRANSIENT,3.962857142857142,5.08,334.2685714285714,343.13,,1,AGRICULTURAL,,0,,0,,0,,0,unknown
38,24.93679107142857,77.02551035714285,28,11,45.48888888888889,5.017265187557267,0.2418172936003908,1.0,0.6155349291646312,0.1661884541947459,38.01844421823786,LOW / TRANSIENT,3.931071428571428,8.87,335.8860714285714,355.07,,1,AGRICULTURAL,,0,,0,,0,,0,unknown
39,27.996983333333333,77.38599333333333,3,3,26.995833333333337,1.4827237615111282,0.111128260534033,1.0,0.111128260534033,0.4027834330595614,37.167414300950455,LOW / TRANSIENT,4.123333333333333,4.93,335.87,341.39,,1,AGRICULTURAL,,0,,0,,0,,0,unknown
40,28.533815000000004,80.03192166666668,6,6,42.52708333333333,2.770462920217376,0.1410865624846911,1.0,0.1410865624846911,0.2652194229620875,35.524591271175325,LOW / TRANSIENT,1.4349999999999998,2.84,317.635,336.68,,1,AGRICULTURAL,,0,,0,,0,,0,unknown
41,30.149473333333333,77.07108999999998,3,2,5.004861111111111,1.1952260288386567,0.3996114888303038,0.7149801587301587,0.5994172332454558,0.4555339572613537,42.170419689032585,MEDIUM / RECURRENT,4.88,7.46,335.1166666666666,340.34,,1,AGRICULTURAL,,0,,0,,0,,0,unknown
42,27.372001612903222,77.69316322580646,31,20,54.46041666666667,1.292430671467395,0.3672392027848973,1.0,0.5692207643165907,0.436218208230435,47.71617779071329,MEDIUM / RECURRENT,2.8245161290322582,9.33,314.27967741935487,367.0,,1,AGRICULTURAL,,0,,0,,0,,0,unknown
43,24.919002027649768,77.13855585253455,217,32,50.96111111111111,20.03013476471462,0.6279297939605364,1.0,4.258148915294887,0.0475508127355345,56.44485687391925,MEDIUM / RECURRENT,5.570599078341014,23.99,338.06313364055296,367.0,,1,AGRICULTURAL,,0,,0,,0,,0,unknown
44,27.87762181818182,77.45509090909091,11,7,26.997222222222224,3.717488176589878,0.2592859347669513,1.0,0.407449326062352,0.211977213840707,39.12945064578214,LOW / TRANSIENT,7.373636363636362,29.45,343.1654545454545,367.0,,1,AGRICULTURAL,,0,,0,,0,,0,unknown
45,27.934928333333332,77.44952166666667,6,5,26.010416666666668,2.902623533520952,0.1922306768121746,1.0,0.2306768121746095,0.2562378849537143,37.314185011849624,LOW / TRANSIENT,2.9249999999999994,5.92,336.405,344.97,,1,AGRICULTURAL,,0,,0,,0,,0,unknown
