cluster_id,centroid_lat,centroid_lon,detection_count,unique_detection_days,observation_window_days,spatial_spread_km,temporal_recurrence,duration_score,detection_frequency,spatial_consistency,persistence_score,mean_frp,max_frp,mean_brightness,max_brightness,mean_confidence,satellite_count,fire_class,industrial_distance_km,forest_distance_km,farmland_distance_km,population_distance_km,industrial_feature_count,forest_feature_count,farmland_feature_count,population_feature_count,land_cover_type
4,18.55978375,80.04003625,16,5,764.0180555555555,503.5580878620704,0.0065443479557093,1.0,0.0209419134582697,0.001981932356366,25.288323869444273,7.3675,11.34,341.504375,355.43,50.0,2,WILDFIRE,,,,,0.0,0.0,0.0,0.0,unknown
7,19.264889811320757,81.35790226415092,53,20,819.5152777777778,381.4549088302442,0.0244046701047875,1.0,0.064672375777687,0.0026146873184568,25.94611478895698,6.640943396226415,46.26,331.91415094339624,367.0,48.113207547169814,2,WILDFIRE,,14.267,,,0.0,1.0,0.0,0.0,forest
15,20.825681428571432,81.60800285714286,14,3,764.0180555555555,548.5296513169803,0.0039266087734255,1.0,0.018324174275986,0.0018197380206935,25.200003459306604,8.942857142857145,20.15,342.88142857142856,367.0,50.714285714285715,2,WILDFIRE,,,,,0.0,0.0,0.0,0.0,unknown
23,20.159712307692303,81.99738384615384,13,4,764.0180555555555,387.5682725331247,0.0052354783645674,1.0,0.0170153046848442,0.0025735503145454,25.251073618940044,5.424615384615384,7.21,336.41230769230765,344.33,43.84615384615385,2,WILDFIRE,,,,,0.0,0.0,0.0,0.0,unknown
29,19.899123125,82.3701453125,32,7,764.0173611111111,307.53535949543203,0.0091620954657625,1.0,0.0418838649863432,0.0032411195969089,25.44439491837692,5.8790625,30.0,330.60249999999996,367.0,45.3125,2,WILDFIRE,,,,,0.0,0.0,0.0,0.0,unknown
30,21.726702857142858,84.26354657142856,35,7,764.0173611111111,634.895367194745,0.0091620954657625,1.0,0.0458104773288128,0.0015725857611001,25.42084077251692,5.891428571428572,13.85,327.12257142857146,367.0,50.285714285714285,2,WILDFIRE,,,,,0.0,0.0,0.0,0.0,unknown
31,21.414589999999997,82.84317526315789,19,5,764.0173611111111,488.81763994987426,0.0065443539041161,1.0,0.0248685448356412,0.002041576126377,25.29933350174013,4.0873684210526315,8.71,319.37631578947367,343.91,47.89473684210526,2,WILDFIRE,,,,,0.0,0.0,0.0,0.0,unknown
35,22.21345171428571,82.91861285714286,35,7,770.0083333333333,497.1330421952632,0.0090908107055118,1.0,0.0454540535275592,0.0020074958199781,25.426509371383816,9.015714285714283,41.84,332.69457142857146,356.22,44.857142857142854,2,WILDFIRE,,,,,0.0,0.0,0.0,0.0,unknown
36,22.566902142857145,84.18725214285715,14,6,764.0173611111111,872.7929641585167,0.0078532246849393,1.0,0.0183241909315251,0.0011444358572548,25.304295935022093,12.240714285714288,49.16,332.4357142857143,347.95,50.0,2,WILDFIRE,,,,,0.0,0.0,0.0,0.0,unknown
37,21.527126944444447,84.72776722222221,36,7,775.0125,739.5390540838482,0.0090321123852841,1.0,0.0464508636957468,0.0013503676740413,25.41409788427872,4.205277777777777,10.87,321.1925,345.76,48.888888888888886,2,WILDFIRE,,,,,0.0,0.0,0.0,0.0,unknown
38,21.301694615384616,79.45264076923078,13,4,764.0173611111111,478.2255217892793,0.0052354831232929,1.0,0.0170153201507019,0.0020867002163539,25.24133679840262,12.17230769230769,28.87,341.07846153846157,367.0,51.53846153846154,2,WILDFIRE,,,,8.5,0.0,0.0,0.0,13.0,population
43,20.719007499999996,80.59410374999999,16,5,764.0173611111111,588.813082330703,0.0065443539041161,1.0,0.0209419324931716,0.0016954523898459,25.282594496153337,7.795625,16.52,337.88687500000003,346.67,48.75,2,WILDFIRE,,,,,0.0,0.0,0.0,0.0,unknown
44,21.01058,81.52066185185186,27,8,781.5236111111111,821.2353912541234,0.0102364149799981,1.0,0.0345479005574936,0.0012161967371347,25.417786135536375,5.610370370370371,17.47,331.90777777777777,351.62,46.2962962962963,2,WILDFIRE,,,,,0.0,0.0,0.0,0.0,unknown
46,23.26386,82.51193388888889,18,11,818.5298611111111,1114.019740920582,0.0134387278004348,1.0,0.0219906454916207,0.0008968451080286,25.476075349902676,3.417777777777778,10.27,319.66444444444437,346.12,48.888888888888886,2,WILDFIRE,,,,12.005,0.0,0.0,0.0,8.0,population
47,23.111533,85.486827,10,6,764.0173611111111,1114.1307755171576,0.0078532246849393,1.0,0.0130887078082322,0.0008967558083366,25.2862536262355,5.1240000000000006,13.4,332.996,367.0,51.0,2,WILDFIRE,,,,,0.0,0.0,0.0,0.0,unknown
55,26.50534804347827,82.84651717391304,46,9,766.5784722222222,1059.9541222032296,0.0117404810154791,1.0,0.0600069029680044,0.0009425478247102,25.52108264437859,3.5647826086956527,10.19,320.56347826086954,352.78,49.130434782608695,2,WILDFIRE,,,,,0.0,0.0,0.0,0.0,unknown
56,22.048504166666664,78.62404833333333,12,6,769.0215277777778,581.0359186077872,0.0078021222856244,1.0,0.0156042445712489,0.0017181070240337,25.307436420477536,6.969166666666666,14.11,334.8675,367.0,55.0,2,WILDFIRE,,,,,0.0,0.0,0.0,0.0,unknown
69,26.993088,78.833468,10,6,771.5826388888889,837.6336798011471,0.0077762247328947,1.0,0.0129603745548246,0.0011924157401323,25.289535993176553,7.462999999999999,20.99,328.629,367.0,53.0,2,WILDFIRE,,,,,0.0,0.0,0.0,0.0,unknown
84,25.520619411764702,80.9535194117647,34,12,809.575,709.4891726712729,0.0148225921007936,1.0,0.0419973442855819,0.0014074809841791,25.57782074342135,4.850294117647059,19.6,324.9167647058823,367.0,52.35294117647059,2,WILDFIRE,,,,,0.0,0.0,0.0,0.0,unknown
97,20.03017,82.57275461538461,13,9,817.54375,1052.8988829406458,0.0110085851674604,1.0,0.0159012896863317,0.0009488576334854,25.38898793190935,3.5384615384615383,9.17,321.4476923076923,346.47,48.46153846153846,2,WILDFIRE,,,,,0.0,0.0,0.0,0.0,unknown
103,26.89484,80.18366499999999,10,6,765.00625,836.3348577029577,0.0078430731775067,1.0,0.0130717886291778,0.0011942653417573,25.291856973733296,4.883000000000001,10.93,325.494,346.56,48.0,2,WILDFIRE,,,,,0.0,0.0,0.0,0.0,unknown
107,22.67542733333333,81.14228599999998,15,5,765.0027777777777,186.0243781638213,0.0065359239799419,1.0,0.0196077719398259,0.0053468965373276,25.35203507999438,6.389333333333334,12.85,340.30333333333334,367.0,52.0,2,WILDFIRE,,,,,0.0,0.0,0.0,0.0,unknown
110,23.26502625,83.9497975,16,8,765.0027777777777,550.3053797120749,0.0104574783679071,1.0,0.0209149567358143,0.0018138767311181,25.40228927749911,3.580625,11.71,320.595,348.17,48.75,2,WILDFIRE,,,,,,,,,unknown
112,22.828774,82.628145,10,6,770.0076388888889,334.81016131467084,0.0077921304893259,1.0,0.0129868841488765,0.0029778729627628,25.325788584307222,4.598000000000001,12.52,331.085,347.39,46.0,2,WILDFIRE,,,,,0.0,0.0,0.0,0.0,unknown
116,23.830425,79.111643,10,6,780.0166666666667,1073.3584081903766,0.0076921433302707,1.0,0.0128202388837845,0.000930788080008,25.281430658717746,5.457,18.05,334.92400000000004,367.0,49.0,2,WILDFIRE,,,,,,,,,unknown
117,22.321418,81.88827699999999,10,4,765.0027777777777,556.2416891227754,0.0052287391839535,1.0,0.0130718479598839,0.0017945534577181,25.22543286457268,6.664,11.92,345.669,367.0,47.0,2,WILDFIRE,,,,,0.0,0.0,0.0,0.0,unknown
118,23.918586923076923,83.23866461538462,13,5,772.0520833333334,440.3929597247205,0.0064762470148548,1.0,0.0168382422386227,0.0022655549391264,25.281694114824734,10.547692307692309,26.73,341.5307692307692,354.75,46.92307692307692,2,WILDFIRE,,,,,,,,,unknown
123,25.310053076923076,83.46046076923076,13,5,771.5138888888889,190.66550814820272,0.0064807647302381,1.0,0.0168499882986192,0.0052174228407688,25.340896369469075,5.5030769230769225,9.06,337.3007692307692,367.0,49.23076923076923,2,WILDFIRE,,,,,,,,,unknown
130,25.32317230769231,82.43482692307693,13,6,781.9909722222222,397.4439623063326,0.0076727228486404,1.0,0.0166242328387209,0.0025097632154134,25.32193753186428,7.101538461538461,14.17,344.21000000000004,355.83,43.84615384615385,2,WILDFIRE,,,,,,,,,unknown
131,28.32053882352941,78.02720588235294,17,4,775.0138888888889,662.4857381286382,0.0051611978279959,1.0,0.0219350907689826,0.0015071914022153,25.239817489806644,3.9629411764705886,9.98,329.2811764705882,348.43,48.8235294117647,2,WILDFIRE,,,,,,,,,unknown
132,27.729520999999995,76.89807950000001,20,5,765.075,598.9123482663911,0.0065353069960461,1.0,0.0261412279841845,0.0016669101792783,25.294750483427407,10.77,27.4,347.331,367.0,54.5,2,WILDFIRE,,,,,,,,,unknown
133,29.54790428571428,76.08742499999998,14,5,778.04375,238.28018316770624,0.0064263738382321,1.0,0.0179938467470498,0.0041792010803465,25.321359853621523,7.852857142857142,12.48,344.67857142857144,367.0,49.285714285714285,2,WILDFIRE,,,,,,,,,unknown
136,29.543777222222225,76.58768916666665,36,5,765.5902777777778,344.14677374517447,0.0065309084312213,1.0,0.0470225407047938,0.0028973181152732,25.37142996700409,5.778055555555556,12.58,335.7766666666666,367.0,45.833333333333336,2,WILDFIRE,,,,,,,,,unknown
138,28.791782380952377,77.51633333333334,21,6,771.0631944444444,762.9219543722711,0.0077814633654288,1.0,0.027235121779001,0.0013090342465961,25.327712390342295,4.890952380952381,13.38,329.6166666666667,354.13,50.0,2,WILDFIRE,,,,,,,,,unknown
139,28.81304732394366,78.63315211267607,71,6,765.0736111111111,915.8231117128934,0.007842382632027,1.0,0.0928015278123201,0.0010907229401445,25.489089757294508,3.757605633802817,17.96,324.9738028169014,367.0,50.563380281690144,2,WILDFIRE,,,,,,,,,unknown
140,30.00896789473684,79.04880999999997,38,5,765.075,426.1348991833962,0.0065353069960461,1.0,0.0496683331699506,0.0023411807415217,25.36705365763669,8.162894736842102,33.12,327.22710526315785,367.0,53.1578947368421,2,WILDFIRE,,,,,,,,,unknown
141,29.869466363636363,78.76775181818182,33,6,768.0347222222222,403.80930034947966,0.0078121468032586,1.0,0.0429668074179227,0.0024702989756823,25.391187402156213,4.211818181818182,26.39,316.81757575757575,367.0,50.90909090909091,2,WILDFIRE,,,,,,,,,unknown
142,30.626097027027036,76.69100837837837,37,8,768.0361111111112,327.706749615993,0.0104161769014043,1.0,0.0481748181689952,0.0030422253305362,25.493766859075347,6.404594594594594,22.93,332.86729729729734,367.0,48.108108108108105,2,WILDFIRE,,,,,,,,,unknown
144,29.893926000000004,76.53276133333334,15,5,765.5902777777778,211.89183910349576,0.0065309084312213,1.0,0.0195927252936641,0.0046972209184301,25.338853484539403,6.739333333333334,16.03,337.14,367.0,49.333333333333336,2,WILDFIRE,,,,,,,,,unknown
147,27.870151111111113,77.87979777777778,18,8,809.5743055555556,617.562368194421,0.0098817365436396,1.0,0.0222339072231891,0.0016166518550408,25.38436990146798,11.116111111111111,30.17,333.80333333333334,367.0,55.55555555555556,2,WILDFIRE,,,,,,,,,unknown
151,26.083702702702706,79.86775486486485,37,12,826.5625,844.8939177952182,0.0145179584120983,1.0,0.0447637051039697,0.0011821813338089,25.571091641799057,7.43108108108108,45.88,333.77513513513514,367.0,51.891891891891895,2,WILDFIRE,,,,,,,,,unknown
152,26.059079,81.93194333333334,30,17,815.4958333333333,590.7845410045534,0.0208462131934048,1.0,0.036787435047185,0.0016898041951256,25.751151067322624,4.778999999999999,14.06,326.55100000000004,354.3,45.333333333333336,2,WILDFIRE,,,,,,,,,unknown
154,28.062384166666664,75.97641361111113,36,7,766.5770833333333,695.837181502316,0.0091315017787404,1.0,0.046962009147808,0.001435055457064,25.420051185373016,9.509722222222225,36.95,338.8177777777778,367.0,49.72222222222222,2,WILDFIRE,,,,,,,,,unknown
158,30.61935944444445,77.85993555555555,18,6,765.5902777777778,383.43534227081057,0.0078370901174656,1.0,0.0235112703523969,0.0026012176562465,25.34591523252989,2.552777777777778,5.65,313.81,347.89,50.0,2,WILDFIRE,,,,,,,,,unknown
159,29.620629411764703,76.69376058823529,17,7,767.5652777777777,245.2960404595854,0.0091197455156727,1.0,0.0221479533952052,0.0040601545933666,25.41016534082553,4.925294117647059,10.12,324.9970588235294,354.64,50.0,2,WILDFIRE,,,,,,,,,unknown
160,28.688379374999997,75.9458025,16,7,766.0618055555556,312.88724921760735,0.009137643920158,1.0,0.0208860432460754,0.003185857350028,25.39006157272049,5.975625,19.21,327.03812500000004,350.93,46.25,2,WILDFIRE,,,,,,,,,unknown
161,28.973916666666668,75.67232416666668,12,5,766.5770833333333,334.3817543533835,0.0065225012705288,1.0,0.0156540030492693,0.0029816768116321,25.294443581971688,8.023333333333333,28.09,330.1575,367.0,50.0,2,WILDFIRE,,,,,,,,,unknown
162,29.250163589743597,76.33397435897437,39,16,823.5993055555556,792.5522765772425,0.0194269226456028,1.0,0.0473531239486569,0.0012601564251232,25.726393617742193,9.264871794871793,35.32,333.4361538461539,367.0,49.743589743589745,2,WILDFIRE,,,,,,,,,unknown
163,29.151119523809523,78.68820333333332,21,4,765.5902777777778,734.5268514905414,0.005224726744977,1.0,0.0274298154111297,0.0013595696716897,25.252507734310935,6.073809523809525,12.4,329.12666666666667,367.0,51.42857142857143,2,WILDFIRE,,,,,,,,,unknown
164,30.11641935483871,77.84030419354839,31,8,768.5506944444444,839.9853667030932,0.0104092027472343,1.0,0.0403356606455332,0.0011890813319621,25.436896860670107,3.571935483870967,10.9,322.1335483870968,367.0,49.03225806451613,2,WILDFIRE,,,,,,,,,unknown
165,29.38363740740741,78.88726962962964,27,4,765.5902777777778,740.9260410701644,0.005224726744977,1.0,0.0352669055285954,0.0013478432412988,25.27186593099678,3.806296296296296,13.16,324.0459259259259,367.0,51.48148148148148,2,WILDFIRE,,,,,,,,,unknown
167,30.15499149999999,76.45998725000001,40,7,767.0486111111111,828.8355842719034,0.0091258883708297,1.0,0.0521479335475985,0.001205057988538,25.42824764476465,7.625249999999999,21.26,336.71975000000003,367.0,50.0,2,WILDFIRE,,,,,,,,,unknown
168,29.78189375,75.90028187499999,16,8,768.5506944444444,622.7964961256297,0.0104092027472343,1.0,0.0208184054944687,0.0016030869140993,25.396383834435188,6.460625,21.26,332.1775,367.0,51.25,2,WILDFIRE,,,,,,,,,unknown
169,31.215172941176473,76.80886294117647,17,6,768.0361111111112,323.6518628070098,0.0078121326760532,1.0,0.0221343759154842,0.0030802225847521,25.351304371765348,7.225882352941177,25.16,338.77941176470586,367.0,55.88235294117647,2,WILDFIRE,,,,,,,,,unknown
172,27.305629230769227,78.95858307692309,13,3,765.59375,711.1432135431772,0.003918527286828,1.0,0.0169802849095881,0.0014042119351592,25.188090769582,8.702307692307691,14.8,337.4369230769231,367.0,50.76923076923077,2,WILDFIRE,,,,,,,,,unknown
180,26.757974166666667,79.97394416666667,12,5,774.0229166666667,733.8776654935012,0.0064597570593032,1.0,0.0155034169423278,0.001360770706412,25.25976666826316,4.855,6.9,341.2775,367.0,52.5,2,WILDFIRE,,,,,,,,,unknown
182,29.037097333333335,78.54275666666666,15,3,766.0618055555556,428.16029136901614,0.0039161331086391,1.0,0.0195806655431957,0.0023301317016306,25.213038291149775,9.989333333333333,17.16,353.74133333333333,367.0,64.0,2,WILDFIRE,,,,,,,,,unknown
201,27.58072363636364,72.95767454545454,11,6,798.0597222222223,451.28369758835873,0.0075182343287452,1.0,0.0137834296026996,0.0022110016463828,25.30422563679676,8.868181818181817,21.12,341.38181818181823,355.09,46.36363636363637,2,WILDFIRE,,,,,,,,,unknown
206,27.546542,74.05340866666667,15,7,793.0548611111111,633.2924552092506,0.0088266276940697,1.0,0.0189142022015781,0.0015765598215575,25.34361553275719,4.699333333333334,8.02,332.76733333333334,367.0,48.0,2,WILDFIRE,,,,,,,,,unknown
210,27.239147142857146,73.83435285714287,7,4,782.0597222222223,438.16214222868825,0.0051146988987413,1.0,0.0089507230727974,0.0022770633072448,25.22135904078914,5.604285714285715,8.64,341.9842857142857,345.46,47.142857142857146,2,WILDFIRE,,,,,,,,,unknown
211,27.789709166666665,75.29173249999998,12,4,782.0597222222223,718.4636142076902,0.0051146988987413,1.0,0.0153440966962241,0.0013899243551062,25.219599695804927,6.928333333333334,15.31,328.755,349.16,46.666666666666664,2,WILDFIRE,,,,,,,,,unknown
218,30.2068925,74.54469125,8,5,774.0256944444444,77.9096926956862,0.0064597338769079,1.0,0.0103355742030527,0.0126727144136333,25.473085240087535,7.953749999999999,11.62,343.2925,350.81,42.5,2,WILDFIRE,,,,,,,,,unknown
219,31.455733846153844,75.93720230769232,13,5,766.5763888888889,112.6658192188704,0.0065225071792874,1.0,0.0169585186661472,0.0087977195508039,25.41402590306007,3.2361538461538464,8.11,324.9353846153847,351.74,46.92307692307692,2,WILDFIRE,,,,,,,,,unknown
221,30.19507714285714,76.98830857142858,7,2,766.0611111111111,47.28998327536183,0.0026107577724434,1.0,0.009137652203552,0.0207082283358381,25.515331430398945,4.978571428571428,6.61,341.23428571428576,352.11,44.285714285714285,2,WILDFIRE,,,,,,,,,unknown
222,32.08224130434782,75.59357913043479,23,5,767.0479166666667,192.91751991783005,0.0065184975949459,1.0,0.0299850889367515,0.0051568316283321,25.373654282756902,8.693478260869568,23.72,338.2517391304347,367.0,48.26086956521739,2,WILDFIRE,,,,,,,,,unknown
233,28.96664793103448,76.71892827586208,29,9,783.5645833333333,1154.2509639117493,0.0114859708968894,1.0,0.037010350667755,0.0008656127813249,25.45441725920257,5.888275862068965,14.44,337.0275862068966,367.0,43.10344827586207,2,WILDFIRE,,,,,,,,,unknown
239,31.734978888888893,74.50249666666667,9,4,768.0354166666667,158.6677764006694,0.0052080931597663,1.0,0.0117182096094743,0.0062630044868327,25.310798408553335,4.855555555555556,12.29,334.2022222222222,355.51,43.333333333333336,2,WILDFIRE,,,,,,,,,unknown
241,31.07518368421053,74.56830631578947,19,4,767.5631944444444,201.51677711751137,0.0052112972963681,1.0,0.0247536621577485,0.0049378625032124,25.316980324349664,5.523157894736842,10.18,335.87315789473683,367.0,44.21052631578947,2,WILDFIRE,,,,,,,,,unknown
243,31.18098368421053,77.47724157894739,19,4,767.0479166666667,241.29702166891303,0.0052147980759567,1.0,0.0247702908607947,0.0041271658772861,25.300912986976417,3.428421052631579,8.09,323.30105263157895,354.56,50.0,2,WILDFIRE,,,,,,,,,unknown
245,30.892595,77.546053,10,3,767.0479166666667,309.50473902416365,0.0039110985569675,1.0,0.0130369951898919,0.0032205627622391,25.21433669992854,4.275,10.74,326.009,351.79,46.0,2,WILDFIRE,,,,,,,,,unknown
